make,model,year,mileage,engine,transmission,fuel_type,location,condition,price,vehicle_age,mileage_per_year,engine_size,luxury_brand,automatic_flag
Honda,Fit,2010,143721,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,16,8982.5625,1.5,0,0
BMW,X3,2011,143894,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,15,9592.933333333332,2.0,1,1
Audi,A4,2012,144067,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,14,10290.5,2.0,1,1
Toyota,Premio,2013,144240,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,13,11095.384615384615,1.8,0,1
Subaru,Outback,2014,144413,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,12,12034.416666666666,2.5,0,1
Mazda,CX-5,2015,144586,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,11,13144.181818181818,2.2,0,1
Mercedes-Benz,C200,2016,144759,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,10,14475.9,2.0,1,1
Nissan,X-Trail,2017,144932,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,9,16103.555555555555,2.0,0,1
Honda,Fit,2018,145105,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,8,18138.125,1.5,0,0
BMW,X3,2019,145278,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,7,20754.0,2.0,1,1
Audi,A4,2020,145451,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,6,24241.833333333332,2.0,1,1
Toyota,Premio,2021,145624,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,5,29124.8,1.8,0,1
Subaru,Outback,2022,145797,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,4,36449.25,2.5,0,1
Mazda,CX-5,2008,145970,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,18,8109.444444444444,2.2,0,1
Mercedes-Benz,C200,2009,146143,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,17,8596.64705882353,2.0,1,1
Nissan,X-Trail,2010,146316,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,16,9144.75,2.0,0,1
Honda,Fit,2011,146489,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,15,9765.933333333332,1.5,0,0
BMW,X3,2012,146662,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,14,10475.857142857143,2.0,1,1
Audi,A4,2013,146835,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,13,11295.0,2.0,1,1
Toyota,Premio,2014,147008,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,12,12250.666666666666,1.8,0,1
Subaru,Outback,2015,147181,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,11,13380.09090909091,2.5,0,1
Mazda,CX-5,2016,147354,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,10,14735.4,2.2,0,1
Mercedes-Benz,C200,2017,147527,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,9,16391.88888888889,2.0,1,1
Nissan,X-Trail,2018,147700,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,8,18462.5,2.0,0,1
Honda,Fit,2019,147873,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,7,21124.714285714286,1.5,0,0
BMW,X3,2020,148046,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,6,24674.333333333332,2.0,1,1
Audi,A4,2021,148219,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,5,29643.8,2.0,1,1
Toyota,Premio,2022,148392,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,4,37098.0,1.8,0,1
Subaru,Outback,2008,148565,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,18,8253.611111111111,2.5,0,1
Mazda,CX-5,2009,148738,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,17,8749.29411764706,2.2,0,1
Mercedes-Benz,C200,2010,148911,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,16,9306.9375,2.0,1,1
Nissan,X-Trail,2011,149084,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,15,9938.933333333332,2.0,0,1
Honda,Fit,2012,149257,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,14,10661.214285714286,1.5,0,0
BMW,X3,2013,149430,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,13,11494.615384615385,2.0,1,1
Audi,A4,2014,149603,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,12,12466.916666666666,2.0,1,1
Toyota,Premio,2015,149776,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,11,13616.0,1.8,0,1
Subaru,Outback,2016,149949,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,10,14994.9,2.5,0,1
Mazda,CX-5,2017,150122,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,9,16680.222222222223,2.2,0,1
Mercedes-Benz,C200,2018,150295,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,8,18786.875,2.0,1,1
Nissan,X-Trail,2019,150468,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,7,21495.428571428572,2.0,0,1
Honda,Fit,2020,150641,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,6,25106.833333333332,1.5,0,0
BMW,X3,2021,150814,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,5,30162.8,2.0,1,1
Audi,A4,2022,150987,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,4,37746.75,2.0,1,1
Toyota,Premio,2008,151160,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,18,8397.777777777777,1.8,0,1
Subaru,Outback,2009,151333,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,17,8901.941176470587,2.5,0,1
Mazda,CX-5,2010,151506,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,16,9469.125,2.2,0,1
Mercedes-Benz,C200,2011,151679,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,15,10111.933333333332,2.0,1,1
Nissan,X-Trail,2012,151852,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,14,10846.57142857143,2.0,0,1
Honda,Fit,2013,152025,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,13,11694.23076923077,1.5,0,0
BMW,X3,2014,152198,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,12,12683.166666666666,2.0,1,1
Audi,A4,2015,152371,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,11,13851.90909090909,2.0,1,1
Toyota,Premio,2016,152544,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,10,15254.4,1.8,0,1
Subaru,Outback,2017,152717,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,9,16968.555555555555,2.5,0,1
Mazda,CX-5,2018,152890,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,8,19111.25,2.2,0,1
Mercedes-Benz,C200,2019,153063,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,7,21866.14285714286,2.0,1,1
Nissan,X-Trail,2020,153236,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,6,25539.333333333332,2.0,0,1
Honda,Fit,2021,153409,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,5,30681.8,1.5,0,0
BMW,X3,2022,153582,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,4,38395.5,2.0,1,1
Audi,A4,2008,153755,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,18,8541.944444444445,2.0,1,1
Toyota,Premio,2009,153928,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,17,9054.588235294117,1.8,0,1
Subaru,Outback,2010,154101,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,16,9631.3125,2.5,0,1
Mazda,CX-5,2011,154274,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,15,10284.933333333332,2.2,0,1
Mercedes-Benz,C200,2012,154447,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,14,11031.92857142857,2.0,1,1
Nissan,X-Trail,2013,154620,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,13,11893.846153846154,2.0,0,1
Honda,Fit,2014,154793,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,12,12899.416666666666,1.5,0,0
BMW,X3,2015,154966,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,11,14087.818181818182,2.0,1,1
Audi,A4,2016,155139,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,10,15513.9,2.0,1,1
Toyota,Premio,2017,155312,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,9,17256.88888888889,1.8,0,1
Subaru,Outback,2018,155485,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,8,19435.625,2.5,0,1
Mazda,CX-5,2019,155658,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,7,22236.85714285714,2.2,0,1
Mercedes-Benz,C200,2020,155831,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,6,25971.833333333332,2.0,1,1
Nissan,X-Trail,2021,156004,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,5,31200.8,2.0,0,1
Honda,Fit,2022,156177,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,4,39044.25,1.5,0,0
BMW,X3,2008,156350,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,18,8686.111111111111,2.0,1,1
Audi,A4,2009,156523,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,17,9207.235294117647,2.0,1,1
Toyota,Premio,2010,156696,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,16,9793.5,1.8,0,1
Subaru,Outback,2011,156869,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,15,10457.933333333332,2.5,0,1
Mazda,CX-5,2012,157042,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,14,11217.285714285714,2.2,0,1
Mercedes-Benz,C200,2013,157215,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,13,12093.461538461539,2.0,1,1
Nissan,X-Trail,2014,157388,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,12,13115.666666666666,2.0,0,1
Honda,Fit,2015,157561,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,11,14323.727272727272,1.5,0,0
BMW,X3,2016,157734,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,10,15773.4,2.0,1,1
Audi,A4,2017,157907,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,9,17545.222222222223,2.0,1,1
Toyota,Premio,2018,158080,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,8,19760.0,1.8,0,1
Subaru,Outback,2019,158253,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,7,22607.571428571428,2.5,0,1
Mazda,CX-5,2020,158426,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,6,26404.333333333332,2.2,0,1
Mercedes-Benz,C200,2021,158599,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,5,31719.8,2.0,1,1
Nissan,X-Trail,2022,158772,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,4,39693.0,2.0,0,1
Honda,Fit,2008,158945,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,18,8830.277777777777,1.5,0,0
BMW,X3,2009,159118,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,17,9359.882352941177,2.0,1,1
Audi,A4,2010,159291,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,16,9955.6875,2.0,1,1
Toyota,Premio,2011,159464,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,15,10630.933333333332,1.8,0,1
Subaru,Outback,2012,159637,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,14,11402.642857142857,2.5,0,1
Mazda,CX-5,2013,159810,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,13,12293.076923076924,2.2,0,1
Mercedes-Benz,C200,2014,159983,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,12,13331.916666666666,2.0,1,1
Nissan,X-Trail,2015,160156,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,11,14559.636363636364,2.0,0,1
Honda,Fit,2016,160329,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,10,16032.9,1.5,0,0
BMW,X3,2017,160502,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,9,17833.555555555555,2.0,1,1
Audi,A4,2018,160675,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,8,20084.375,2.0,1,1
Toyota,Premio,2019,160848,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,7,22978.285714285714,1.8,0,1
Subaru,Outback,2020,161021,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,6,26836.833333333332,2.5,0,1
Mazda,CX-5,2021,161194,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,5,32238.8,2.2,0,1
Mercedes-Benz,C200,2022,161367,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,4,40341.75,2.0,1,1
Nissan,X-Trail,2008,161540,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,18,8974.444444444445,2.0,0,1
Honda,Fit,2009,161713,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,17,9512.529411764706,1.5,0,0
BMW,X3,2010,161886,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,16,10117.875,2.0,1,1
Audi,A4,2011,162059,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,15,10803.933333333332,2.0,1,1
Toyota,Premio,2012,162232,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,14,11588.0,1.8,0,1
Subaru,Outback,2013,162405,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,13,12492.692307692309,2.5,0,1
Mazda,CX-5,2014,162578,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,12,13548.166666666666,2.2,0,1
Mercedes-Benz,C200,2015,162751,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,11,14795.545454545454,2.0,1,1
Nissan,X-Trail,2016,162924,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,10,16292.4,2.0,0,1
Honda,Fit,2017,163097,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,9,18121.88888888889,1.5,0,0
BMW,X3,2018,163270,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,8,20408.75,2.0,1,1
Audi,A4,2019,163443,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,7,23349.0,2.0,1,1
Toyota,Premio,2020,163616,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,6,27269.333333333332,1.8,0,1
Subaru,Outback,2021,163789,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,5,32757.8,2.5,0,1
Mazda,CX-5,2022,163962,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,4,40990.5,2.2,0,1
Mercedes-Benz,C200,2008,164135,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,18,9118.611111111111,2.0,1,1
Nissan,X-Trail,2009,164308,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,17,9665.176470588236,2.0,0,1
Honda,Fit,2010,164481,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,16,10280.0625,1.5,0,0
BMW,X3,2011,164654,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,15,10976.933333333332,2.0,1,1
Audi,A4,2012,164827,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,14,11773.357142857143,2.0,1,1
Toyota,Premio,2013,165000,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,13,12692.307692307691,1.8,0,1
Subaru,Outback,2014,165173,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,12,13764.416666666666,2.5,0,1
Mazda,CX-5,2015,165346,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,11,15031.454545454546,2.2,0,1
Mercedes-Benz,C200,2016,165519,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,10,16551.9,2.0,1,1
Nissan,X-Trail,2017,165692,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,9,18410.222222222223,2.0,0,1
Honda,Fit,2018,165865,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,8,20733.125,1.5,0,0
BMW,X3,2019,166038,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,7,23719.714285714286,2.0,1,1
Audi,A4,2020,166211,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,6,27701.833333333332,2.0,1,1
Toyota,Premio,2021,166384,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,5,33276.8,1.8,0,1
Subaru,Outback,2022,166557,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,4,41639.25,2.5,0,1
Mazda,CX-5,2008,166730,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,18,9262.777777777777,2.2,0,1
Mercedes-Benz,C200,2009,166903,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,17,9817.823529411764,2.0,1,1
Nissan,X-Trail,2010,167076,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,16,10442.25,2.0,0,1
Honda,Fit,2011,167249,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,15,11149.933333333332,1.5,0,0
BMW,X3,2012,167422,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,14,11958.714285714286,2.0,1,1
Audi,A4,2013,167595,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,13,12891.923076923076,2.0,1,1
Toyota,Premio,2014,167768,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,12,13980.666666666666,1.8,0,1
Subaru,Outback,2015,167941,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,11,15267.363636363636,2.5,0,1
Mazda,CX-5,2016,168114,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,10,16811.4,2.2,0,1
Mercedes-Benz,C200,2017,168287,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,9,18698.555555555555,2.0,1,1
Nissan,X-Trail,2018,168460,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,8,21057.5,2.0,0,1
Honda,Fit,2019,168633,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,7,24090.428571428572,1.5,0,0
BMW,X3,2020,168806,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,6,28134.333333333332,2.0,1,1
Audi,A4,2021,168979,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,5,33795.8,2.0,1,1
Toyota,Premio,2022,169152,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,4,42288.0,1.8,0,1
Subaru,Outback,2008,169325,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,18,9406.944444444445,2.5,0,1
Mazda,CX-5,2009,169498,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,17,9970.470588235294,2.2,0,1
Mercedes-Benz,C200,2010,169671,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,16,10604.4375,2.0,1,1
Nissan,X-Trail,2011,169844,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,15,11322.933333333332,2.0,0,1
Honda,Fit,2012,170017,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,14,12144.07142857143,1.5,0,0
BMW,X3,2013,170190,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,13,13091.538461538461,2.0,1,1
Audi,A4,2014,170363,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,12,14196.916666666666,2.0,1,1
Toyota,Premio,2015,170536,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,11,15503.272727272728,1.8,0,1
Subaru,Outback,2016,170709,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,10,17070.9,2.5,0,1
Mazda,CX-5,2017,170882,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,9,18986.88888888889,2.2,0,1
Mercedes-Benz,C200,2018,171055,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,8,21381.875,2.0,1,1
Nissan,X-Trail,2019,171228,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,7,24461.14285714286,2.0,0,1
Honda,Fit,2020,171401,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,6,28566.833333333332,1.5,0,0
BMW,X3,2021,171574,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,5,34314.8,2.0,1,1
Audi,A4,2022,171747,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,4,42936.75,2.0,1,1
Toyota,Premio,2008,171920,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,18,9551.111111111111,1.8,0,1
Subaru,Outback,2009,172093,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,17,10123.117647058823,2.5,0,1
Mazda,CX-5,2010,172266,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,16,10766.625,2.2,0,1
Mercedes-Benz,C200,2011,172439,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,15,11495.933333333332,2.0,1,1
Nissan,X-Trail,2012,172612,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,14,12329.42857142857,2.0,0,1
Honda,Fit,2013,172785,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,13,13291.153846153846,1.5,0,0
BMW,X3,2014,172958,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,12,14413.166666666666,2.0,1,1
Audi,A4,2015,173131,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,11,15739.181818181818,2.0,1,1
Toyota,Premio,2016,173304,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,10,17330.4,1.8,0,1
Subaru,Outback,2017,173477,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,9,19275.222222222223,2.5,0,1
Mazda,CX-5,2018,173650,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,8,21706.25,2.2,0,1
Mercedes-Benz,C200,2019,173823,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,7,24831.85714285714,2.0,1,1
Nissan,X-Trail,2020,173996,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,6,28999.333333333332,2.0,0,1
Honda,Fit,2021,174169,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,5,34833.8,1.5,0,0
BMW,X3,2022,174342,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,4,43585.5,2.0,1,1
Audi,A4,2008,174515,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,18,9695.277777777777,2.0,1,1
Toyota,Premio,2009,174688,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,17,10275.764705882353,1.8,0,1
Subaru,Outback,2010,174861,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,16,10928.8125,2.5,0,1
Mazda,CX-5,2011,175034,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,15,11668.933333333332,2.2,0,1
Mercedes-Benz,C200,2012,175207,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,14,12514.785714285714,2.0,1,1
Nissan,X-Trail,2013,175380,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,13,13490.76923076923,2.0,0,1
Honda,Fit,2014,175553,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,12,14629.416666666666,1.5,0,0
BMW,X3,2015,175726,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,11,15975.09090909091,2.0,1,1
Audi,A4,2016,175899,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,10,17589.9,2.0,1,1
Toyota,Premio,2017,176072,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,9,19563.555555555555,1.8,0,1
Subaru,Outback,2018,176245,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,8,22030.625,2.5,0,1
Mazda,CX-5,2019,176418,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,7,25202.571428571428,2.2,0,1
Mercedes-Benz,C200,2020,176591,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,6,29431.833333333332,2.0,1,1
Nissan,X-Trail,2021,176764,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,5,35352.8,2.0,0,1
Honda,Fit,2022,176937,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,4,44234.25,1.5,0,0
BMW,X3,2008,177110,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,18,9839.444444444445,2.0,1,1
Audi,A4,2009,177283,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,17,10428.411764705883,2.0,1,1
Toyota,Premio,2010,177456,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,16,11091.0,1.8,0,1
Subaru,Outback,2011,177629,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,15,11841.933333333332,2.5,0,1
Mazda,CX-5,2012,177802,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,14,12700.142857142857,2.2,0,1
Mercedes-Benz,C200,2013,177975,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,13,13690.384615384615,2.0,1,1
Nissan,X-Trail,2014,178148,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,12,14845.666666666666,2.0,0,1
Honda,Fit,2015,178321,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,11,16211.0,1.5,0,0
BMW,X3,2016,178494,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,10,17849.4,2.0,1,1
Audi,A4,2017,178667,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,9,19851.88888888889,2.0,1,1
Toyota,Premio,2018,178840,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,8,22355.0,1.8,0,1
Subaru,Outback,2019,179013,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,7,25573.285714285714,2.5,0,1
Mazda,CX-5,2020,179186,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,6,29864.333333333332,2.2,0,1
Mercedes-Benz,C200,2021,179359,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,5,35871.8,2.0,1,1
Nissan,X-Trail,2022,179532,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,4,44883.0,2.0,0,1
Honda,Fit,2008,179705,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,18,9983.611111111111,1.5,0,0
BMW,X3,2009,179878,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,17,10581.058823529413,2.0,1,1
Audi,A4,2010,180051,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,16,11253.1875,2.0,1,1
Toyota,Premio,2011,180224,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,15,12014.933333333332,1.8,0,1
Subaru,Outback,2012,180397,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,14,12885.5,2.5,0,1
Mazda,CX-5,2013,180570,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,13,13890.0,2.2,0,1
Mercedes-Benz,C200,2014,180743,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,12,15061.916666666666,2.0,1,1
